,Score,Sentiment
397,0,@Chinadoll34 Their losing  damn you kobe!!!!
398,4,@MrBinks Yeah I know! I'm from Bedfordshire so I def count Leeds as the North 
399,4,@powellinho86 mug 
400,4,Abseil has been done! Was wiked fun. Good buzz. Est did it too and I know it wasn't easy for her 
401,4,@candydulfer Candy heard some more of your CD on Satelite radio over the weekend and you are a cold player!! Love your music more &amp; more 
402,0,My phone is really fucking up right now 
403,4,woo hoo!! mum finally bought me sea patrol 2 on DVD... yay!!   
404,0,"@Kendra311 Yeah, it was. "
405,4,"@robson_jerome Shucks, thank you, but it's only Â£2, not Â£3.90, if you subscribe... "
406,0,Missing my boioh terribly  hoping he's okay
407,4,@maggs714 twitter fail! 
408,0,@ryan_leslie i'm a very persistent person!! but i'm losing hope now  an interview with u would have been great for RLW 
409,0,@AroundTheHorn That video of Max &amp; Sam was great! Was that the brother he lost? 
410,0,waiting to learn if the layirfs will affect our family I'd not is driving me crazy. trying to keep busy but it's not really working 
411,0,please @honorsociety go live! we have to leave soon 
412,0,"@ComcastBill I used to get under around 5ms, nowadays I get around 35. "
413,0,is positive that wireless usb modems are the worst form of connection in the world.....I hate optus 
414,0,@mileycyrus Oh I am sorry to ear you miss your mom and your family. 
415,4,@tommcfly http://twitpic.com/6sicb - awesome  [3]
416,0,"Hey @Google, #Google #Calendar is down #WTF @GoogleCalendar?  "
417,0,@CharlesParry I miss my pornstars... 
418,0,@chisholmas I actually have a mini but I needed the big one today  I should just get a proper laptop bag.
419,4,"Looking forward to this evening! Love my family very very much  However, not looking forward to the revision for maths...ughhh!"
420,0,"Dropped my iPhone and screen cracked   Hope I can keep using it until the new one comes out - will be able to record videos, right?"
421,0,@silver02suby protector that doesn't fit right with their case... 
422,4,"@cloud79 lmaoo, good one  i don't think ull get that song out of her head any time soon "
423,0,@delanahenry i can barely sew a seam! which reminds me..i really need to make time for some more sewing lessons. i miss rhona! 
424,4,everyone please vote Gi back to number 1 http://bit.ly/be9nb  thankyou 
425,0,s0 i tryed on this m00d ring an it said blue which of c0urse can mean sad or peaceful but it was a darker blue which meant sad    but then
426,0,"@Exiledfathom Aw, Evan, I'm so sorry  Call me if you need anything, okay?"
427,0,Am bored.... Just got home from work and nothing to do 
428,4,@leannechan omgee what about sterling knight? hahaha. 
429,4,@MissxMarisa which MSI show? i'm seeing them in brisbane on 12 april 
430,0,"@megandresslar Love you too!! I have just been messing up on things lately, and owe a million apologies to people. Ugh "
431,4,"Circus wasn't so spectacular. Tonight was... interesting, though.  Chilling at McDonalds drinking hot chocolate. Fuck, it's cold outside!"
432,4,"OK, going to bed for real now  If I win anything just leave me a message and make my morning tomorrow! :-p #mmwanted"
433,0,for seriously totally effin starved atm.  oh so excited for my tuna sandwich! FTL.
434,0,@roscosblog Belmont Stakes is a horse race - and dang it...I missed it 
435,4,Home. Chilin. Work to do later today 
436,0,Missed Rachel 
437,0,Wow Before the Strom is really make me sad right now! It makes me think about a guy that i dated for 2 and .5 years. 
438,0,Morning all back at work today   
439,4,@officialTila YO TILA IF A MAN CNT STAY FRIENDS WIT CHU DEN HE #WAF LOL SO DAS ALMOST EVERY GUY LOL  nah just playin we ain't all da same
440,4,@jrmehle I thought there were - and I thought mine was 
441,0,American idol is like 2.5 weeks away and I think I'm goon go for it For the 13th time  I guess never give up on what u want!!!
442,4,@Azlen thats good to hear... other than cranky baby 
443,0,"If you accept credit cards, you should accept AMEX! C'mon... It's 2009! I think it's a bank-owned processor conspiracy against AMEX "
444,0,"I think I am finally getting sick, my head hurts, my nose is stopped up, and I have slept all afternoon "
445,0,@NatalieGear I know rightttt 
446,0,Hmm funny dream... And its STILL raining!? 
447,0,"@lovebscott Nope, I'm Right Along Wit' You! "
448,4,"@aneehan yeah, like those platform spiked heels.  Hahaha"
449,4,Interview witt a vampire is the coolest movie 
450,4,Time to bed 
451,0,"@snowqueen297 on @orbitz. They anounced a winner already, and it wasn't me "
452,0,"I want to buy some ice-lolly moulds to make my own, but where would i get them from now Woollies has closed "
453,0,Waiting 
454,4,is watching dance! 
455,0,Stockton summers give me headaches and bouts of depression  italia on Wednesday!
456,4,"#followfriday @mamakelly , @newrose , @arholtz , @BritNastyB , @mjbadass don't miss out on these all worth a follow "
457,0,help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one 
458,0,@iamwaveyk yu aren't wavey for leaving me with sasha salchia alone 
459,0,"Gosh, I really want to sleep in! But can't  I have to work tomorow at 11 then monday have to be at the school by eight to decorate for"
460,4,@cameroncox thats how it works 
461,4,@AiyerChitra Conan can never match Jay Leno in spite of being a comedian by profession. Let's see how good he makes his debut on Monday. 
462,0,"I want food, cigarettee and a toliet "
463,4,"I'm just lying around, watching Mike Rowe. "
464,0,@KillzoneDotCom - I keep getting d/c error 5021. I am not using a headset... only started happening yesterday. Any hints please? 
465,0,"score TW sementara +3 ada diurutan ke 51. yg bener ajah dong, gimana mau juara  semoga still make the cut deh tomorrow"
466,0,@GrantNash @anele old school rocks. Guns &amp; roses all the way... New school makes me want to slit my wrist with a blunt spoon.. 
467,4,@ronnyvengeance yeah 
468,4,is satisfied with his recording session today 
469,4,"@TamarahLand http://sethgodin.typepad.com - Read it, hate it, love it, discuss it, get inspired by it. One of the 5 WILL happen  #blogchat"
470,0,omg i only have Â£113 .96  i need more to get a blackberry lol
471,4,@MandyBookLover @NovaWildstar Good news for you both 
472,4,@txroadshow he had coffee and it was good 
473,0,"No one has it yet, guys "
474,4,why did I end up working here? oooh jenna. haha but I got freee thai tea boba!! 
475,0,i miss my baby laptop     
476,4,@naceprettub   Thank you for the link. Let me know how you like it.  
477,0,@Kimbosaur i dont know 
478,4,Mum's making rhubarb crumble! happy times 
479,0,"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them "
480,0,"@isaacboy aw man that sucks, apparently its worse when you get older!  X"
481,4,@CrownRoial  o0o thats good 
482,0,"@blue_raven Yeah I'm thinking of bringing a small bottle of water, though it'd be on the floor. heee. Still don't know what to wear. "
483,4,Marley Phillips is starting to get things ready for next year  and probably painting the house today. http://tinyurl.com/cldtp9
484,0,@greatcorbinski it follows you whereever you go 
485,0,cant find my cardigan  = cold
486,4,is at the drive-in with the family 
487,0,@IzzyLightning Be quiet... 
488,0,Home today. Don't feel too good.  
489,0,"@lonestar56 Bummer  It's not your AC again, is it??"
490,4,Gone fishin' with my lil brother and my cousin  got on my lucky shirt.
491,0,I feel so baddd!! sooooo bad!!!!! 
492,4,@johnilouise They are going well!  Thanks... How have you been??
493,4,Girls League today! all you can eat sushi?? bring it on. 
494,4,add me on myspace- www.myspace.com/blondebarbieee 
495,0,@wpddigital @titi_215 forreal  damn man...FAIL!
496,0,My immune system has finally died 
497,4,"Chillen like a HERO on my Friday...thats right, MY FRIDAY! "
498,4,baked a cake &amp; watching a movie. 
499,0,Aww Yao Ming!  I really hope the Rockets do well against the Lakers.
500,4,Working out at almost three in the morning feels good  haha ab rocket nigg
501,4,"FuseBox Radio/BlackRadioIsBack.com #FollowFriday will be on shortly, just wrapping up a few things...thanks for putting us on your lists! "
502,4,successfully pulled off a suprise birthday party for Lance 
503,0,Supposed to wake up at 6 but its already 7.05 and i just woke up.  and i have fucked up hair.
504,4,Just woke up.....playin some gears.....then prolly chillen with gee at mall???.....crank 2 was good 
505,0,Just took some pills but didn't swallow them east enough.  ick the taste won't leave.
506,0,@angeliquek It's an MP3 disc! Why won't it work?! 
507,0,@IAmTHAboss .. 
508,0,@ashleytisdale you were great. just awesome. i was crying cuz i wanted to be there so bad 
509,4,welcome to the club now 
510,0,@bicyclesarefun i didn't know they could fly.  its like the size of my thumb and it bites.  i don't know when i will go back to my house 
511,4,@kellyccobb loveee youuu 
512,4,"just got to close chat w/ jared by saying &quot;Good night... have a great day, Honey!&quot;  Love that 8-hour time difference.  "
513,0,Moving is tiring!!! My new room= a cave. SO small.  But next year is gonna be fun times!
514,0,"Today isn't going the way I planned.  Early lunchbreak &amp; I may not be back til Mon. Weekend gonna be fun with friends, tho. "
515,0,Hate fighting 
516,0,mummy mummy mummy!!!!!!!!!!!!! albothyl makes my lip hurts huhuhu 
517,4,What room in your house best reflects your personality? Explain why. 
518,4,@LondonEater Awesome food porn pics once again 
519,0,now playing : Heavily Broken - The Veronicas 
520,4,"I'm working on a new drawing! This time, with colours! "
521,0,"Gets to fly on a A330   Then no 380, gotta go on the 747."
522,0,"to palakkad... home.. will be back for the final exam! btw, we had our farewell yesterday! officially out from the college "
523,0,@TrendySD what happened to the OTHER store in the corner?  jk... do you have any broadway mirrors? i want a new one.
524,0,@ahhitsaaron working..... i wish i was at the lakehouse too 
525,0,told my stepmum today that james morrison was supporting when she goes to see take that. had no effect on her whatsoever. 
526,4,@ThexToddster you meet a nice australian boy? how cute 
527,4,Graduation pictures up on myspace 
528,0,i have my own rooom! but it is now very weird not seeing nikki's bed in there 
529,0,@knellr I'm practically grieving for you over here   (About the films. Not the cool points.)
530,0,Ok peeps...still not feeling good  have a wonderful sleep
531,0,Its my birthday and my mom wont do what i want!   *nodaybut2day*
532,0,@ddlovato album is coming out on my birthday...im not sure how i feel about that...dont really wanna share my day 
533,4,@annainterrupted that is a good idea. Head off for a walk then a pint and lunch outside 
534,0,"@mileycyrus The Last Song you are in, My g-parents carnival is in it! i was going to be an extra, but it is too late now  i wish i could!!"
535,4,I'm going for a walk 
536,0,@Carl It claims to be coffee place and deli but fails in former.  Drinking not best Seattle's Best.
537,4,@TickleMeJoey Hey Joe  can't wait to see you on tour july 26 in detroit 
538,0,A whole lotta sewing to be accomplished today. And woke with headache. 
539,0,I'm terrified about the surgery next week 
540,4,beautiful fabric here in HK.  
541,4,"Run's House is the shit, #iremember watching it at home before going to school "
542,4,"@hotdogpc I love me some Webbs. Cute girl, too. "
543,4,@benjolley I just wish I had some ice cold milk to go with them.  They are the only cereal I will eat.  
544,4,"hunqry  . . ct tomorrow. wow, its been so lonq. &amp; i`m hesitant abt qoinq, i just hope there's NO DRAMA !"
545,0,"I am combating a headache due to smoke inhalation. Someone down the street decided to have a campfire, and the smoke came in here "
546,4,I think this brilliant performance summarizes my thoughts quite well http://bit.ly/3YTXw  (thanks @lifo 
547,0,I have had plenty of good reasons to tell off my mother.  Today was not one of them... 
548,4,@DrWhoNews Screams very loudly! That's so cool! I want one 
549,4,@stayhigh26 isnt it the best 
550,0,My mommy went home n now I'm all alone again 
551,0,@Brandon_E  they don't....not to ruin your #incubusday or anything.
552,0,@humplik I'm a bad Canadian. 
553,4,@benjerryfr see you there 
554,4,I woke to a sale  But I still have had no response from someone who bought a card the other day and did not pay. Time to send a PayPal msg
555,0,not looking forward to that 7am meeting tomorrow. 
